0	1	Veuen?
1	1	Miserable!
2	1	Atentament.
3	1	D'acord?
4	1	Ajuda'm!
5	1	Afluixa!
6	1	Aiguamel!
7	1	Aneu-vos-en!
8	1	Atenció!
9	1	Atureu-vos!
10	1	Avui.
11	1	Beu.
12	1	Càntic.
13	1	Cordialment.
14	1	Correcte?
15	1	Crida'ls.
16	1	Cuiteu!
17	1	Decret.
18	1	Definitivament.
19	1	Deixa'm!
20	1	Descansin!
21	1	Desperta't!
22	1	Diferent.
23	1	Digues!
24	1	Digues-m'ho!
25	1	Dues.
26	1	Efectiu.
27	1	Endavant!
28	1	Entesos?
29	1	Entès.
30	1	Escolta.
31	1	Espera!
32	1	Esplèndid!
33	1	Esquerra.
34	1	Evolució.
35	1	Expropiat.
36	1	Fem-ho.
37	1	Fes-ho!
38	1	Foc!
39	1	Idiota!
40	1	Immediatament!
41	1	Impossible!
42	1	Increïble.
43	1	Jo.
44	1	Junts.
45	1	L'odiava.
46	1	M'agradava.
47	1	Maleït!
48	1	Massa.
49	1	M'entenen?
50	1	M'entens?
51	1	M'explicaré.
52	1	M'explico?
53	1	Mireu-la!
54	1	Morts.
55	1	No!
56	1	Oblida-ho.
57	1	Parli!
58	1	Parpellejo.
59	1	Passa.
60	1	Passi.
61	1	Pensa-hi.
62	1	Per?
63	1	Perdoni.
64	1	Perdoni?
65	1	Perill.
66	1	Preciosa.
67	1	Privado.
68	1	Prosseguiu.
69	1	Prova.
70	1	Punyeta!
71	1	Quinze.
72	1	Recomanacions?
73	1	Recorda-ho.
74	1	Ric.
75	1	Sap?
76	1	Segueix!
77	1	Segueixi'm.
78	1	Segueixo?
79	1	Segui.
80	1	Silenci!
81	1	Socors!
82	1	Somric.
83	1	Talla'l.
84	1	Tampoc.
85	1	Tanquin-los.
86	1	Taronja.
87	1	Temps.
88	1	T'estimo.
89	1	Tingui.
90	1	Torna.
91	1	Tornaré.
92	1	Tot.
93	1	Tota.
94	1	Va.
95	1	Val!
96	1	Veureu.
97	1	Visca!
98	1	Vostè?
99	1	Vostès.
100	2	Què espera?
101	2	Parles alemany?
102	2	Sona paradoxal.
103	2	Tornarem demà
104	2	Ho era.
105	2	Era això.
106	2	Manca d’hotels.
107	2	És modificada.
108	2	Mitja volta!
109	2	Passió destacada
110	2	M'heu entès?
111	2	Repeteixen curs.
112	2	Dissenyador industrial.
113	2	Estava perplex.
114	2	Estudi d'eficiència.
115	2	Es girà.
116	2	Aquest tema.
117	2	Senzillament això.
118	2	Bon vent!
119	2	Vaig tornar.
120	2	Morí d'hidropesia.
121	2	L'amateur, també.
122	2	Aquí està.
123	2	Vingau ací.
124	2	Què testimonia?
125	2	Deixeu-me ajudar-vos.
126	2	Operadors diferencials.
127	2	Poeta gallec.
128	2	Surt d'allà.
129	2	Patien gana.
130	2	Quina alegria!
131	2	Ho comprenc.
132	2	D'on vens?
133	2	Cosa estranya!
134	2	Divisió republicana.
135	2	Comentari crític.
136	2	Quina és?
137	2	Teula àrab.
138	2	O m'equivoco?
139	2	Ho sentiu?
140	2	Van entrar.
141	2	Al franctirador!
142	2	Ensucreu-la generosament.
143	2	Call pelós.
144	2	Perdoni, senyor...
145	2	Cables metàl·lics.
146	2	Boca terminal.
147	2	Missió complerta!
148	2	Com abans.
149	2	Era monstruós.
150	2	Es farà!
151	2	Puc ajudar?
152	2	Estava resant.
153	2	Són peciolades.
154	2	El veus?
155	2	És fosc.
156	2	La meva.
157	2	Accepta albergar-lo.
158	2	Ah, efectivament.
159	2	Temo l'anarquia.
160	2	Ho lamento.
161	2	Esperes entrar-hi?
162	2	Economies d'escala.
163	2	M'agradaria pensar.
164	2	És municipalitat.
165	2	I vinga.
166	2	Arrel bulbosa.
167	2	N'està segur?
168	2	Bibliografia selectiva.
169	2	Segueix empresonat.
170	2	Qui sap!
171	2	Esta bé.
172	2	Actualment desafectada.
173	2	S'han amotinat!
174	2	Quin disbarat!
175	2	Dos espectadors
176	2	Tinc por.
177	2	Sembla idiota.
178	2	Calla, petit!
179	2	Escoltava molt.
180	2	Absolutament tot.
181	2	Estaven d'esquena.
182	2	No empenyin.
183	2	Sap què?
184	2	Verge Santa!
185	2	Poesia, imagina't!
186	2	Fusta treballada.
187	2	Construcció religiosa.
188	2	No l'entenc.
189	2	Em recordes?
190	2	Ha desaparegut.
191	2	T'ho diré.
192	2	Mengen llavors.
193	2	Sexes similars.
194	2	Dualitat ona-partícula.
195	2	Perdoneu, nois.
196	2	Respira fondo.
197	2	En total.
198	2	Són nidícoles.
199	2	Trenta segons.
200	3	Absència d'espines supraoculars.
201	3	Tots tenim malsons.
202	3	Actualment, segueix aplicant-se.
203	3	Això és tortura!
204	3	Anàvem vestits igual.
205	3	Aplica l'escolta activa.
206	3	Aquí, als arbustos.
207	3	Baixeu-vos i endinseu-vos.
208	3	Bon dia, jutge.
209	3	Com anava vestit?
210	3	Com vas ajudar?
211	3	Dels bons abusen.
212	3	Després, ella desapareixeria.
213	3	Després, penedit, l'allibera.
214	3	Eclesiàstic i catedràtic.
215	3	Ella és catòlica.
216	3	Ella està encantada.
217	3	Els idiotes manen.
218	3	Em vaig incorporar.
219	3	Ens emportarem l'escriptori.
220	3	Envoltant-les, diversos apòstols.
221	3	Era inexpugnable, suprem.
222	3	És d'estil gòtic.
223	3	És ètnicament jueva.
224	3	És l'hora d'esmorzar?
225	3	És molt trist.
226	3	És prou horrible.
227	3	És real això?
228	3	Es troba bé?
229	3	És un dulcimer.
230	3	Es va espantar.
231	3	Espiguetes fèrtils pedicel·lades.
232	3	Estem en conflicte.
233	3	Ets massa bo.
234	3	Floreix perquè floreix.
235	3	Gràcies per l'aclariment!
236	3	Ha estat reconstituït.
237	3	Has estat collonut!
238	3	Ho has entès?
239	3	Ho saben perfectament.
240	3	I ara ajuda'm.
241	3	I ho era.
242	3	I vaig acabant.
243	3	Ja era hora!
244	3	Jo que es.
245	3	L’emperador era invulnerable.
246	3	L'esperit del beisbol.
247	3	Mantenen moltes ovelles.
248	3	Masterson és cienciòleg.
249	3	M'encanta, aquest collaret.
250	3	Ningú naix ensenyat.
251	3	No em culparàs.
252	3	No entenc res.
253	3	No es mogui.
254	3	No ho és.
255	3	No n'estic segura.
256	3	No penso baixar.
257	3	No presenta embolcall.
258	3	No sabem res.
259	3	No té sentit.
260	3	Oh, intenta perdonar-me!
261	3	On l'heu robat?
262	3	Peduncle caudal esvelt.
263	3	Per favor, disculpa'm.
264	3	Però per què?
265	3	Però tant era.
266	3	Perquè no l'estimo.
267	3	Poden afegir-s'hi mares.
268	3	Posa rumba africana.
269	3	Pren la posició.
270	3	Probablement és terrestre.
271	3	Quant era cadascun?
272	3	Què és això?
273	3	Què tal és?
274	3	Qui viurà, veurà.
275	3	Quin aspecte tenia?
276	3	Quina edat tens?
277	3	Recordo aquella nit.
278	3	Rectifiqueu de sal.
279	3	Respecte com afrontava.
280	3	Sacerdot escolapi català.
281	3	S'alimenta d'invertebrats aquàtics.
282	3	Salvat del perill
283	3	Se n'han anat.
284	3	Serveix d'alguna cosa?
285	3	S'hi posarà demà.
286	3	S'inicia el setge.
287	3	Superen tota descripció.
288	3	Té quatre moviments.
289	3	Té tres germanes.
290	3	Tens els diners?
291	3	Tornava en si.
292	3	Truca'm al vespre.
293	3	Una altra vegada!
294	3	Una sonata curta.
295	3	Us he decebut.
296	3	Utilitzen components químics.
297	3	Vaig al lavabo.
298	3	Vés-te'n de seguida.
299	3	Vol ser escriptora.
300	4	No el vaig registrar.
301	4	Vegeu també espiral triple.
302	4	Se sintetitzen al fetge.
303	4	Ha cantat ocasionalment musicals.
304	4	Posteriorment formà quadrilla pròpia.
305	4	L'aigua permet l'explotació agrícola.
306	4	Llegeix-ne tota la informació!
307	4	Són construïdes amb maó.
308	4	L'any va ser cònsol.
309	4	Edat, estatura i roba.
310	4	El demanar-la estava implícit.
311	4	Qui necessita una bossa?
312	4	Alguns números restaren inèdits.
313	4	Al cim del turó.
314	4	Què fa el gat?
315	4	Estem davant d'una víctima.
316	4	T'arreplegarem en deu minuts.
317	4	Què fan al cine?
318	4	Com vas produir això?
319	4	Pot ser d'origen provençal.
320	4	Aquestes llindes ho confirmen.
321	4	No el vas llegir?
322	4	La panxa és blanca.
323	4	Tens res per vendre?
324	4	No, senyor, estava buit.
325	4	Les pràctiques actuals varien.
326	4	Les produccions són elevades.
327	4	Però anem a pams.
328	4	Ja he esperat prou.
329	4	Aquesta cançó no m'agrada.
330	4	Mostra un llenguatge academicista.
331	4	Són monògams i territorials.
332	4	Sisplau, tanca la televisió.
333	4	L'interior estava totalment arrebossat.
334	4	Per què ser jo?!
335	4	És com una siciliana.
336	4	Alguns d'ells portaven prismàtics.
337	4	Un noi fent surf.
338	4	Pertany al grup feldespat.
339	4	Aquesta és la clau.
340	4	Has de ser ràpid.
341	4	No en sabia res.
342	4	En el primer d'ells.
343	4	Té un estil enginyós.
344	4	El ciment és silícic.
345	4	Què té de dolent?
346	4	Podria ser un ós.
347	4	Calia començar de seguida.
348	4	S'elimina l'ajuda entre corredors.
349	4	Va tenir tres germans.
